awardYear,category,name,gender,birth_date,affiliation_1,birth_cityNow,birth_countryNow,motivation,award_link,laureate_link,age,affiliation_country,affiliation_zone,birth_zone,affiliation_lat,affiliation_lon,affiliation_zone_lat,affiliation_zone_lon,birth_lat,birth_lon,birth_zone_lat,birth_zone_lon
1987,Chemistry,Donald J. Cram,male,1919-04-22,"University of California, Los Angeles, CA, USA","Chester, VT",USA,for their development and use of molecules with structure-specific interactions of high selectivity,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1987,http://masterdataapi.nobelprize.org/2/laureate/267,68,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1988,Chemistry,Hartmut Michel,male,1948-07-18,"Max-Planck-Institut für Biophysik, Frankfurt-on-the-Main, Germany",Ludwigsburg,Germany,for the determination of the three-dimensional structure of a photosynthetic reaction centre,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1988,http://masterdataapi.nobelprize.org/2/laureate/272,40,Germany,Europe,Europe,51.42,10.6,48.55,5.72,51.42,10.6,48.55,5.72
1988,Medicine,Gertrude B. Elion,female,1918-01-23,"Wellcome Research Laboratories, Research Triangle Park, NC, USA","New York, NY",USA,for their discoveries of important principles for drug treatment,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1988,http://masterdataapi.nobelprize.org/2/laureate/438,70,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1988,Chemistry,Johann Deisenhofer,male,1943-09-30,"University of Texas Southwestern Medical Center at Dallas, Dallas, TX, USA",Zusamaltheim,Germany,for the determination of the three-dimensional structure of a photosynthetic reaction centre,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1988,http://masterdataapi.nobelprize.org/2/laureate/270,45,USA,North America,Europe,38.51,-100.3,38.51,-100.3,51.42,10.6,48.55,5.72
1988,Physics,Leon M. Lederman,male,1922-07-15,"Fermi National Accelerator Laboratory, Batavia, IL, USA","New York, NY",USA,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1988,http://masterdataapi.nobelprize.org/2/laureate/132,66,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1988,Chemistry,Robert Huber,male,1937-02-20,"Max-Planck-Institut für Biochemie, Martinsried, Germany",Munich,Germany,for the determination of the three-dimensional structure of a photosynthetic reaction centre,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1988,http://masterdataapi.nobelprize.org/2/laureate/271,51,Germany,Europe,Europe,51.42,10.6,48.55,5.72,51.42,10.6,48.55,5.72
1988,Physics,Jack Steinberger,male,1921-05-25,"CERN, Geneva, Switzerland",Bad Kissingen,Germany,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1988,http://masterdataapi.nobelprize.org/2/laureate/134,67,Switzerland,Europe,Europe,47.0,8.43,48.55,5.72,51.42,10.6,48.55,5.72
1988,Economic Sciences,Maurice Allais,male,1911-05-31,"École Nationale Supérieur des Mines de Paris, Paris, France",Paris,France,for his pioneering contributions to the theory of markets and efficient utilization of resources,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1988,http://masterdataapi.nobelprize.org/2/laureate/702,77,France,Europe,Europe,46.97,2.7,48.55,5.72,46.97,2.7,48.55,5.72
1988,Medicine,Sir James W. Black,male,1924-06-14,"London University, King's College Hospital Medical School, London, United Kingdom",Uddingston,Scotland,for their discoveries of important principles for drug treatment,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1988,http://masterdataapi.nobelprize.org/2/laureate/437,64,United Kingdom,Europe,Scotland,52.94,-1.23,48.55,5.72,0.0,0.0,0.0,0.0
1988,Literature,Naguib Mahfouz,male,1911-12-11,,Cairo,Egypt,"who, through works rich in nuance - now clear-sightedly realistic, now evocatively ambiguous - has formed an Arabian narrative art that applies to all mankind",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1988,http://masterdataapi.nobelprize.org/2/laureate/665,77,,,Egypt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,Medicine,George H. Hitchings,male,1905-04-18,"Wellcome Research Laboratories, Research Triangle Park, NC, USA","Hoquiam, WA",USA,for their discoveries of important principles for drug treatment,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1988,http://masterdataapi.nobelprize.org/2/laureate/439,83,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1988,Physics,Melvin Schwartz,male,1932-11-02,"Digital Pathways, Inc., Mountain View, CA, USA","New York, NY",USA,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1988,http://masterdataapi.nobelprize.org/2/laureate/133,56,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1989,Literature,Camilo José Cela,male,1916-05-11,,Iria Flavia,Spain,"for a rich and intensive prose, which with restrained compassion forms a challenging vision of man's vulnerability",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1989,http://masterdataapi.nobelprize.org/2/laureate/666,73,,,Europe,0.0,0.0,0.0,0.0,40.37,-3.14,48.55,5.72
1989,Physics,Wolfgang Paul,male,1913-08-10,"University of Bonn, Bonn, Germany",Lorenzkirch,Germany,for the development of the ion trap technique,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1989,http://masterdataapi.nobelprize.org/2/laureate/137,76,Germany,Europe,Europe,51.42,10.6,48.55,5.72,51.42,10.6,48.55,5.72
1989,Chemistry,Thomas R. Cech,male,1947-12-08,"University of Colorado, Boulder, CO, USA","Chicago, IL",USA,for their discovery of catalytic properties of RNA,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1989,http://masterdataapi.nobelprize.org/2/laureate/274,42,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1989,Physics,Hans G. Dehmelt,male,1922-09-09,"University of Washington, Seattle, WA, USA",Görlitz,Germany,for the development of the ion trap technique,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1989,http://masterdataapi.nobelprize.org/2/laureate/136,67,USA,North America,Europe,38.51,-100.3,38.51,-100.3,51.42,10.6,48.55,5.72
1989,Medicine,J. Michael Bishop,male,1936-02-22,"University of California School of Medicine, San Francisco, CA, USA","York, PA",USA,for their discovery of the cellular origin of retroviral oncogenes,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1989,http://masterdataapi.nobelprize.org/2/laureate/440,53,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1989,Physics,Norman F. Ramsey,male,1915-08-27,"Harvard University, Cambridge, MA, USA","Washington, DC",USA,for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1989,http://masterdataapi.nobelprize.org/2/laureate/135,74,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1989,Economic Sciences,Trygve Haavelmo,male,1911-12-13,"University of Oslo, Oslo, Norway",Skedsmo,Norway,for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1989,http://masterdataapi.nobelprize.org/2/laureate/703,78,Norway,Europe,Europe,61.19,8.66,48.55,5.72,61.19,8.66,48.55,5.72
1989,Peace,The 14th Dalai Lama ,male,1935-07-06,,Taktser,China,for advocating peaceful solutions based upon tolerance and mutual respect in order to preserve the historical and cultural heritage of his people,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1989,http://masterdataapi.nobelprize.org/2/laureate/551,54,,,China,0.0,0.0,0.0,0.0,32.87,105.22,32.87,105.22
1989,Chemistry,Sidney Altman,male,1939-05-07,"Yale University, New Haven, CT, USA",Montreal,Canada,for their discovery of catalytic properties of RNA,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1989,http://masterdataapi.nobelprize.org/2/laureate/273,50,USA,North America,North America,38.51,-100.3,38.51,-100.3,54.98,-100.53,38.51,-100.3
1989,Medicine,Harold E. Varmus,male,1939-12-18,"University of California School of Medicine, San Francisco, CA, USA","Oceanside, NY",USA,for their discovery of the cellular origin of retroviral oncogenes,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1989,http://masterdataapi.nobelprize.org/2/laureate/441,50,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1990,Physics,Richard E. Taylor,male,1929-11-02,"Stanford University, Stanford, CA, USA","Medicine Hat, Alberta",Canada,"for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1990,http://masterdataapi.nobelprize.org/2/laureate/140,61,USA,North America,North America,38.51,-100.3,38.51,-100.3,54.98,-100.53,38.51,-100.3
1990,Economic Sciences,William F. Sharpe,male,1934-06-16,"Stanford University, Stanford, CA, USA","Boston, MA",USA,for their pioneering work in the theory of financial economics,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1990,http://masterdataapi.nobelprize.org/2/laureate/706,56,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1990,Literature,Octavio Paz,male,1914-03-31,,Mexico City,Mexico,"for impassioned writing with wide horizons, characterized by sensuous intelligence and humanistic integrity",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1990,http://masterdataapi.nobelprize.org/2/laureate/667,76,,,Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,Medicine,Joseph E. Murray,male,1919-04-01,"Brigham and Women's Hospital, Boston, MA, USA","Milford, MA",USA,for their discoveries concerning organ and cell transplantation in the treatment of human disease,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1990,http://masterdataapi.nobelprize.org/2/laureate/442,71,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1990,Physics,Jerome I. Friedman,male,1930-03-28,"Massachusetts Institute of Technology (MIT), Cambridge, MA, USA","Chicago, IL",USA,"for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1990,http://masterdataapi.nobelprize.org/2/laureate/138,60,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1990,Peace,Mikhail Gorbachev,male,1931-03-02,,Privolnoye,Russia,for the leading role he played in the radical changes in East-West relations,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1990,http://masterdataapi.nobelprize.org/2/laureate/552,59,,,Russia,0.0,0.0,0.0,0.0,61.1,81.38,61.1,81.38
1990,Economic Sciences,Merton H. Miller,male,1923-05-16,"University of Chicago, Chicago, IL, USA","Boston, MA",USA,for their pioneering work in the theory of financial economics,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1990,http://masterdataapi.nobelprize.org/2/laureate/705,67,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1990,Physics,Henry W. Kendall,male,1926-12-09,"Massachusetts Institute of Technology (MIT), Cambridge, MA, USA","Boston, MA",USA,"for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1990,http://masterdataapi.nobelprize.org/2/laureate/139,64,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1990,Medicine,E. Donnall Thomas,male,1920-03-15,"Fred Hutchinson Cancer Research Center, Seattle, WA, USA","Mart, TX",USA,for their discoveries concerning organ and cell transplantation in the treatment of human disease,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1990,http://masterdataapi.nobelprize.org/2/laureate/443,70,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1990,Economic Sciences,Harry M. Markowitz,male,1927-08-24,"City University of New York, New York, NY, USA","Chicago, IL",USA,for their pioneering work in the theory of financial economics,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1990,http://masterdataapi.nobelprize.org/2/laureate/704,63,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1990,Chemistry,Elias James Corey,male,1928-07-12,"Harvard University, Cambridge, MA, USA","Methuen, MA",USA,for his development of the theory and methodology of organic synthesis,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1990,http://masterdataapi.nobelprize.org/2/laureate/275,62,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1991,Economic Sciences,Ronald H. Coase,male,1910-12-29,"University of Chicago, Chicago, IL, USA",Willesden,United Kingdom,for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1991,http://masterdataapi.nobelprize.org/2/laureate/707,81,USA,North America,Europe,38.51,-100.3,38.51,-100.3,52.94,-1.23,48.55,5.72
1991,Peace,Aung San Suu Kyi ,female,1945-06-19,,Yangon,Myanmar,for her non-violent struggle for democracy and human rights,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1991,http://masterdataapi.nobelprize.org/2/laureate/553,46,,,Myanmar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,Physics,Pierre-Gilles de Gennes,male,1932-10-24,"Collège de France, Paris, France",Paris,France,"for discovering that methods developed for studying order phenomena in simple systems can be generalized to more complex forms of matter, in particular to liquid crystals and polymers",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1991,http://masterdataapi.nobelprize.org/2/laureate/141,59,France,Europe,Europe,46.97,2.7,48.55,5.72,46.97,2.7,48.55,5.72
1991,Medicine,Bert Sakmann,male,1942-06-12,"Max-Planck-Institut für medizinische Forschung, Heidelberg, Germany",Stuttgart,Germany,for their discoveries concerning the function of single ion channels in cells,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1991,http://masterdataapi.nobelprize.org/2/laureate/445,49,Germany,Europe,Europe,51.42,10.6,48.55,5.72,51.42,10.6,48.55,5.72
1991,Literature,Nadine Gordimer,female,1923-11-20,,Springs,South Africa,who through her magnificent epic writing has - in the words of Alfred Nobel - been of very great benefit to humanity,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1991,http://masterdataapi.nobelprize.org/2/laureate/668,68,,,South Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,Chemistry,Richard R. Ernst,male,1933-08-14,"Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology), Zurich, Switzerland",Winterthur,Switzerland,for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1991,http://masterdataapi.nobelprize.org/2/laureate/276,58,Switzerland,Europe,Europe,47.0,8.43,48.55,5.72,47.0,8.43,48.55,5.72
1991,Medicine,Erwin Neher,male,1944-03-20,"Max-Planck-Institut für Biophysikalische Chemie, Göttingen, Germany",Landsberg,Germany,for their discoveries concerning the function of single ion channels in cells,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1991,http://masterdataapi.nobelprize.org/2/laureate/444,47,Germany,Europe,Europe,51.42,10.6,48.55,5.72,51.42,10.6,48.55,5.72
1992,Peace,Rigoberta Menchú Tum,female,1959-01-09,,Aldea Chimel,Guatemala,for her struggle for social justice and ethno-cultural reconciliation based on respect for the rights of indigenous peoples,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1992,http://masterdataapi.nobelprize.org/2/laureate/554,33,,,Guatemala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
